,,table 1,,,table 2,,,,,table 3,
,,rule octect,rule number,,ruleoctect parent,rulenumber parent,ruleoctect child,rulenuber child,,rulenumber parent,rulenuber child
,,,,,11001000,200,11001011,203,,200,203
,,,,,11001000,200,11001100,204,,200,204
,,,,,11001000,200,11001101,205,,200,205
,,,,,11001000,200,11001110,206,,200,206
,,,,,11001000,200,11001111,207,,200,207
,,,,,11001000,200,11011000,216,,200,216
,,,,,11001000,200,11011001,217,,200,217
,,,,,11001000,200,11011010,218,,200,218
,,,,,11001000,200,11011011,219,,200,219
,,,,,11001000,200,11011100,220,,200,220
,,,,,11001000,200,11011101,221,,200,221
,,,,,11001000,200,11011110,222,,200,222
,,,,,11001000,200,11011111,223,,200,223
,,,,,11001000,200,11101000,232,,200,232
,,,,,11001000,200,11101001,233,,200,233
,,,,,11001000,200,11101010,234,,200,234
,,,,,11001000,200,11101011,235,,200,235
,,,,,11001000,200,11101100,236,,200,236
,,,,,11001000,200,11101101,237,,200,237
,,,,,11001000,200,11101110,238,,200,238
,,,,,11001000,200,11101111,239,,200,239
,,,,,11001000,200,11111000,248,,200,248
,,,,,11001000,200,11111001,249,,200,249
,,,,,11001000,200,11111010,250,,200,250
,,,,,11001000,200,11111011,251,,200,251
,,,,,11001000,200,11111100,252,,200,252
,,,,,11001000,200,11111101,253,,200,253
,,,,,11001000,200,11111110,254,,200,254
,,,,,11001000,200,11111111,255,,200,255
,,,,,11001001,201,11001001,201,,201,201
,,,,,11001001,201,11001011,203,,201,203
,,,,,11001001,201,11001101,205,,201,205
,,,,,11001001,201,11001111,207,,201,207
,,,,,11001001,201,11011001,217,,201,217
,,,,,11001001,201,11011011,219,,201,219
,,,,,11001001,201,11011101,221,,201,221
,,,,,11001001,201,11011111,223,,201,223
,,,,,11001001,201,11101001,233,,201,233
,,,,,11001001,201,11101011,235,,201,235
,,,,,11001001,201,11101101,237,,201,237
,,,,,11001001,201,11101111,239,,201,239
,,,,,11001001,201,11111001,249,,201,249
,,,,,11001001,201,11111011,251,,201,251
,,,,,11001001,201,11111101,253,,201,253
,,,,,11001001,201,11111111,255,,201,255
,,,,,11001010,202,11001010,202,,202,202
,,,,,11001010,202,11001011,203,,202,203
,,,,,11001010,202,11001110,206,,202,206
,,,,,11001010,202,11001111,207,,202,207
,,,,,11001010,202,11011010,218,,202,218
,,,,,11001010,202,11011011,219,,202,219
,,,,,11001010,202,11011110,222,,202,222
,,,,,11001010,202,11011111,223,,202,223
,,,,,11001010,202,11101010,234,,202,234
,,,,,11001010,202,11101011,235,,202,235
,,,,,11001010,202,11101110,238,,202,238
,,,,,11001010,202,11101111,239,,202,239
,,,,,11001010,202,11111010,250,,202,250
,,,,,11001010,202,11111011,251,,202,251
,,,,,11001010,202,11111110,254,,202,254
,,,,,11001010,202,11111111,255,,202,255
,,,,,11001011,203,11001011,203,,203,203
,,,,,11001011,203,11001111,207,,203,207
,,,,,11001011,203,11011011,219,,203,219
,,,,,11001011,203,11011111,223,,203,223
,,,,,11001011,203,11101011,235,,203,235
,,,,,11001011,203,11101111,239,,203,239
,,,,,11001011,203,11111011,251,,203,251
,,,,,11001011,203,11111111,255,,203,255
,,,,,11001100,204,11001100,204,,204,204
,,,,,11001100,204,11001101,205,,204,205
,,,,,11001100,204,11001110,206,,204,206
,,,,,11001100,204,11001111,207,,204,207
,,,,,11001100,204,11011100,220,,204,220
,,,,,11001100,204,11011101,221,,204,221
,,,,,11001100,204,11011110,222,,204,222
,,,,,11001100,204,11011111,223,,204,223
,,,,,11001100,204,11101100,236,,204,236
,,,,,11001100,204,11101101,237,,204,237
,,,,,11001100,204,11101110,238,,204,238
,,,,,11001100,204,11101111,239,,204,239
,,,,,11001100,204,11111100,252,,204,252
,,,,,11001100,204,11111101,253,,204,253
,,,,,11001100,204,11111110,254,,204,254
,,,,,11001100,204,11111111,255,,204,255
,,,,,11001101,205,11001101,205,,205,205
,,,,,11001101,205,11001111,207,,205,207
,,,,,11001101,205,11011101,221,,205,221
,,,,,11001101,205,11011111,223,,205,223
,,,,,11001101,205,11101101,237,,205,237
,,,,,11001101,205,11101111,239,,205,239
,,,,,11001101,205,11111101,253,,205,253
,,,,,11001101,205,11111111,255,,205,255
,,,,,11001110,206,11001110,206,,206,206
,,,,,11001110,206,11001111,207,,206,207
,,,,,11001110,206,11011110,222,,206,222
,,,,,11001110,206,11011111,223,,206,223
,,,,,11001110,206,11101110,238,,206,238
,,,,,11001110,206,11101111,239,,206,239
,,,,,11001110,206,11111110,254,,206,254
,,,,,11001110,206,11111111,255,,206,255
,,,,,11001111,207,11001111,207,,207,207
,,,,,11001111,207,11011111,223,,207,223
,,,,,11001111,207,11101111,239,,207,239
,,,,,11001111,207,11111111,255,,207,255
,,,,,11010000,208,11010000,208,,208,208
,,,,,11010000,208,11010001,209,,208,209
,,,,,11010000,208,11010010,210,,208,210
,,,,,11010000,208,11010011,211,,208,211
,,,,,11010000,208,11010100,212,,208,212
,,,,,11010000,208,11010101,213,,208,213
,,,,,11010000,208,11010110,214,,208,214
,,,,,11010000,208,11010111,215,,208,215
,,,,,11010000,208,11011000,216,,208,216
,,,,,11010000,208,11011001,217,,208,217
,,,,,11010000,208,11011010,218,,208,218
,,,,,11010000,208,11011011,219,,208,219
,,,,,11010000,208,11011100,220,,208,220
,,,,,11010000,208,11011101,221,,208,221
,,,,,11010000,208,11011110,222,,208,222
,,,,,11010000,208,11011111,223,,208,223
,,,,,11010000,208,11110000,240,,208,240
,,,,,11010000,208,11110001,241,,208,241
,,,,,11010000,208,11110010,242,,208,242
,,,,,11010000,208,11110011,243,,208,243
,,,,,11010000,208,11110100,244,,208,244
,,,,,11010000,208,11110101,245,,208,245
,,,,,11010000,208,11110110,246,,208,246
,,,,,11010000,208,11110111,247,,208,247
,,,,,11010000,208,11111000,248,,208,248
,,,,,11010000,208,11111001,249,,208,249
,,,,,11010000,208,11111010,250,,208,250
,,,,,11010000,208,11111011,251,,208,251
,,,,,11010000,208,11111100,252,,208,252
,,,,,11010000,208,11111101,253,,208,253
,,,,,11010000,208,11111110,254,,208,254
,,,,,11010000,208,11111111,255,,208,255
,,,,,11010001,209,11010001,209,,209,209
,,,,,11010001,209,11010011,211,,209,211
,,,,,11010001,209,11010101,213,,209,213
,,,,,11010001,209,11010111,215,,209,215
,,,,,11010001,209,11011001,217,,209,217
,,,,,11010001,209,11011011,219,,209,219
,,,,,11010001,209,11011101,221,,209,221
,,,,,11010001,209,11011111,223,,209,223
,,,,,11010001,209,11110001,241,,209,241
,,,,,11010001,209,11110011,243,,209,243
,,,,,11010001,209,11110101,245,,209,245
,,,,,11010001,209,11110111,247,,209,247
,,,,,11010001,209,11111001,249,,209,249
,,,,,11010001,209,11111011,251,,209,251
,,,,,11010001,209,11111101,253,,209,253
,,,,,11010001,209,11111111,255,,209,255
,,,,,11010010,210,11010010,210,,210,210
,,,,,11010010,210,11010011,211,,210,211
,,,,,11010010,210,11010110,214,,210,214
,,,,,11010010,210,11010111,215,,210,215
,,,,,11010010,210,11011010,218,,210,218
,,,,,11010010,210,11011011,219,,210,219
,,,,,11010010,210,11011110,222,,210,222
,,,,,11010010,210,11011111,223,,210,223
,,,,,11010010,210,11110010,242,,210,242
,,,,,11010010,210,11110011,243,,210,243
,,,,,11010010,210,11110110,246,,210,246
,,,,,11010010,210,11110111,247,,210,247
,,,,,11010010,210,11111010,250,,210,250
,,,,,11010010,210,11111011,251,,210,251
,,,,,11010010,210,11111110,254,,210,254
,,,,,11010010,210,11111111,255,,210,255
,,,,,11010011,211,11010011,211,,211,211
,,,,,11010011,211,11010111,215,,211,215
,,,,,11010011,211,11011011,219,,211,219
,,,,,11010011,211,11011111,223,,211,223
,,,,,11010011,211,11110011,243,,211,243
,,,,,11010011,211,11110111,247,,211,247
,,,,,11010011,211,11111011,251,,211,251
,,,,,11010011,211,11111111,255,,211,255
,,,,,11010100,212,11010100,212,,212,212
,,,,,11010100,212,11010101,213,,212,213
,,,,,11010100,212,11010110,214,,212,214
,,,,,11010100,212,11010111,215,,212,215
,,,,,11010100,212,11011100,220,,212,220
,,,,,11010100,212,11011101,221,,212,221
,,,,,11010100,212,11011110,222,,212,222
,,,,,11010100,212,11011111,223,,212,223
,,,,,11010100,212,11110100,244,,212,244
,,,,,11010100,212,11110101,245,,212,245
,,,,,11010100,212,11110110,246,,212,246
,,,,,11010100,212,11110111,247,,212,247
,,,,,11010100,212,11111100,252,,212,252
,,,,,11010100,212,11111101,253,,212,253
,,,,,11010100,212,11111110,254,,212,254
,,,,,11010100,212,11111111,255,,212,255
,,,,,11010101,213,11010101,213,,213,213
,,,,,11010101,213,11010111,215,,213,215
,,,,,11010101,213,11011101,221,,213,221
,,,,,11010101,213,11011111,223,,213,223
,,,,,11010101,213,11110101,245,,213,245
,,,,,11010101,213,11110111,247,,213,247
,,,,,11010101,213,11111101,253,,213,253
,,,,,11010101,213,11111111,255,,213,255
,,,,,11010110,214,11010110,214,,214,214
,,,,,11010110,214,11010111,215,,214,215
,,,,,11010110,214,11011110,222,,214,222
,,,,,11010110,214,11011111,223,,214,223
,,,,,11010110,214,11110110,246,,214,246
,,,,,11010110,214,11110111,247,,214,247
,,,,,11010110,214,11111110,254,,214,254
,,,,,11010110,214,11111111,255,,214,255
,,,,,11010111,215,11010111,215,,215,215
,,,,,11010111,215,11011111,223,,215,223
,,,,,11010111,215,11110111,247,,215,247
,,,,,11010111,215,11111111,255,,215,255
,,,,,11011000,216,11011000,216,,216,216
,,,,,11011000,216,11011001,217,,216,217
,,,,,11011000,216,11011010,218,,216,218
,,,,,11011000,216,11011011,219,,216,219
,,,,,11011000,216,11011100,220,,216,220
,,,,,11011000,216,11011101,221,,216,221
,,,,,11011000,216,11011110,222,,216,222
,,,,,11011000,216,11011111,223,,216,223
,,,,,11011000,216,11111000,248,,216,248
,,,,,11011000,216,11111001,249,,216,249
,,,,,11011000,216,11111010,250,,216,250
,,,,,11011000,216,11111011,251,,216,251
,,,,,11011000,216,11111100,252,,216,252
,,,,,11011000,216,11111101,253,,216,253
,,,,,11011000,216,11111110,254,,216,254
,,,,,11011000,216,11111111,255,,216,255
,,,,,11011001,217,11011001,217,,217,217
,,,,,11011001,217,11011011,219,,217,219
,,,,,11011001,217,11011101,221,,217,221
,,,,,11011001,217,11011111,223,,217,223
,,,,,11011001,217,11111001,249,,217,249
,,,,,11011001,217,11111011,251,,217,251
,,,,,11011001,217,11111101,253,,217,253
,,,,,11011001,217,11111111,255,,217,255
,,,,,11011010,218,11011010,218,,218,218
,,,,,11011010,218,11011011,219,,218,219
,,,,,11011010,218,11011110,222,,218,222
,,,,,11011010,218,11011111,223,,218,223
,,,,,11011010,218,11111010,250,,218,250
,,,,,11011010,218,11111011,251,,218,251
,,,,,11011010,218,11111110,254,,218,254
,,,,,11011010,218,11111111,255,,218,255
,,,,,11011011,219,11011011,219,,219,219
,,,,,11011011,219,11011111,223,,219,223
,,,,,11011011,219,11111011,251,,219,251
,,,,,11011011,219,11111111,255,,219,255
,,,,,11011100,220,11011100,220,,220,220
,,,,,11011100,220,11011101,221,,220,221
,,,,,11011100,220,11011110,222,,220,222
,,,,,11011100,220,11011111,223,,220,223
,,,,,11011100,220,11111100,252,,220,252
,,,,,11011100,220,11111101,253,,220,253
,,,,,11011100,220,11111110,254,,220,254
,,,,,11011100,220,11111111,255,,220,255
,,,,,11011101,221,11011101,221,,221,221
,,,,,11011101,221,11011111,223,,221,223
,,,,,11011101,221,11111101,253,,221,253
,,,,,11011101,221,11111111,255,,221,255
,,,,,11011110,222,11011110,222,,222,222
,,,,,11011110,222,11011111,223,,222,223
,,,,,11011110,222,11111110,254,,222,254
,,,,,11011110,222,11111111,255,,222,255
,,,,,11011111,223,11011111,223,,223,223
,,,,,11011111,223,11111111,255,,223,255
,,,,,11100000,224,11100000,224,,224,224
,,,,,11100000,224,11100001,225,,224,225
,,,,,11100000,224,11100010,226,,224,226
,,,,,11100000,224,11100011,227,,224,227
,,,,,11100000,224,11100100,228,,224,228
,,,,,11100000,224,11100101,229,,224,229
,,,,,11100000,224,11100110,230,,224,230
,,,,,11100000,224,11100111,231,,224,231
,,,,,11100000,224,11101000,232,,224,232
,,,,,11100000,224,11101001,233,,224,233
,,,,,11100000,224,11101010,234,,224,234
,,,,,11100000,224,11101011,235,,224,235
,,,,,11100000,224,11101100,236,,224,236
,,,,,11100000,224,11101101,237,,224,237
,,,,,11100000,224,11101110,238,,224,238
,,,,,11100000,224,11101111,239,,224,239
,,,,,11100000,224,11110000,240,,224,240
,,,,,11100000,224,11110001,241,,224,241
,,,,,11100000,224,11110010,242,,224,242
,,,,,11100000,224,11110011,243,,224,243
,,,,,11100000,224,11110100,244,,224,244
,,,,,11100000,224,11110101,245,,224,245
,,,,,11100000,224,11110110,246,,224,246
,,,,,11100000,224,11110111,247,,224,247
,,,,,11100000,224,11111000,248,,224,248
,,,,,11100000,224,11111001,249,,224,249
,,,,,11100000,224,11111010,250,,224,250
,,,,,11100000,224,11111011,251,,224,251
,,,,,11100000,224,11111100,252,,224,252
,,,,,11100000,224,11111101,253,,224,253
,,,,,11100000,224,11111110,254,,224,254
,,,,,11100000,224,11111111,255,,224,255
,,,,,11100001,225,11100001,225,,225,225
,,,,,11100001,225,11100011,227,,225,227
,,,,,11100001,225,11100101,229,,225,229
,,,,,11100001,225,11100111,231,,225,231
,,,,,11100001,225,11101001,233,,225,233
,,,,,11100001,225,11101011,235,,225,235
,,,,,11100001,225,11101101,237,,225,237
,,,,,11100001,225,11101111,239,,225,239
,,,,,11100001,225,11110001,241,,225,241
,,,,,11100001,225,11110011,243,,225,243
,,,,,11100001,225,11110101,245,,225,245
,,,,,11100001,225,11110111,247,,225,247
,,,,,11100001,225,11111001,249,,225,249
,,,,,11100001,225,11111011,251,,225,251
,,,,,11100001,225,11111101,253,,225,253
,,,,,11100001,225,11111111,255,,225,255
,,,,,11100010,226,11100010,226,,226,226
,,,,,11100010,226,11100011,227,,226,227
,,,,,11100010,226,11100110,230,,226,230
,,,,,11100010,226,11100111,231,,226,231
,,,,,11100010,226,11101010,234,,226,234
,,,,,11100010,226,11101011,235,,226,235
,,,,,11100010,226,11101110,238,,226,238
,,,,,11100010,226,11101111,239,,226,239
,,,,,11100010,226,11110010,242,,226,242
,,,,,11100010,226,11110011,243,,226,243
,,,,,11100010,226,11110110,246,,226,246
,,,,,11100010,226,11110111,247,,226,247
,,,,,11100010,226,11111010,250,,226,250
,,,,,11100010,226,11111011,251,,226,251
,,,,,11100010,226,11111110,254,,226,254
,,,,,11100010,226,11111111,255,,226,255
,,,,,11100011,227,11100011,227,,227,227
,,,,,11100011,227,11100111,231,,227,231
,,,,,11100011,227,11101011,235,,227,235
,,,,,11100011,227,11101111,239,,227,239
,,,,,11100011,227,11110011,243,,227,243
,,,,,11100011,227,11110111,247,,227,247
,,,,,11100011,227,11111011,251,,227,251
,,,,,11100011,227,11111111,255,,227,255
,,,,,11100100,228,11100100,228,,228,228
,,,,,11100100,228,11100101,229,,228,229
,,,,,11100100,228,11100110,230,,228,230
,,,,,11100100,228,11100111,231,,228,231
,,,,,11100100,228,11101100,236,,228,236
,,,,,11100100,228,11101101,237,,228,237
,,,,,11100100,228,11101110,238,,228,238
,,,,,11100100,228,11101111,239,,228,239
,,,,,11100100,228,11110100,244,,228,244
,,,,,11100100,228,11110101,245,,228,245
,,,,,11100100,228,11110110,246,,228,246
,,,,,11100100,228,11110111,247,,228,247
,,,,,11100100,228,11111100,252,,228,252
,,,,,11100100,228,11111101,253,,228,253
,,,,,11100100,228,11111110,254,,228,254
,,,,,11100100,228,11111111,255,,228,255
,,,,,11100101,229,11100101,229,,229,229
,,,,,11100101,229,11100111,231,,229,231
,,,,,11100101,229,11101101,237,,229,237
,,,,,11100101,229,11101111,239,,229,239
,,,,,11100101,229,11110101,245,,229,245
,,,,,11100101,229,11110111,247,,229,247
,,,,,11100101,229,11111101,253,,229,253
,,,,,11100101,229,11111111,255,,229,255
,,,,,11100110,230,11100110,230,,230,230
,,,,,11100110,230,11100111,231,,230,231
,,,,,11100110,230,11101110,238,,230,238
,,,,,11100110,230,11101111,239,,230,239
,,,,,11100110,230,11110110,246,,230,246
,,,,,11100110,230,11110111,247,,230,247
,,,,,11100110,230,11111110,254,,230,254
,,,,,11100110,230,11111111,255,,230,255
,,,,,11100111,231,11100111,231,,231,231
,,,,,11100111,231,11101111,239,,231,239
,,,,,11100111,231,11110111,247,,231,247
,,,,,11100111,231,11111111,255,,231,255
,,,,,11101000,232,11101000,232,,232,232
,,,,,11101000,232,11101001,233,,232,233
,,,,,11101000,232,11101010,234,,232,234
,,,,,11101000,232,11101011,235,,232,235
,,,,,11101000,232,11101100,236,,232,236
,,,,,11101000,232,11101101,237,,232,237
,,,,,11101000,232,11101110,238,,232,238
,,,,,11101000,232,11101111,239,,232,239
,,,,,11101000,232,11111000,248,,232,248
,,,,,11101000,232,11111001,249,,232,249
,,,,,11101000,232,11111010,250,,232,250
,,,,,11101000,232,11111011,251,,232,251
,,,,,11101000,232,11111100,252,,232,252
,,,,,11101000,232,11111101,253,,232,253
,,,,,11101000,232,11111110,254,,232,254
,,,,,11101000,232,11111111,255,,232,255
,,,,,11101001,233,11101001,233,,233,233
,,,,,11101001,233,11101011,235,,233,235
,,,,,11101001,233,11101101,237,,233,237
,,,,,11101001,233,11101111,239,,233,239
,,,,,11101001,233,11111001,249,,233,249
,,,,,11101001,233,11111011,251,,233,251
,,,,,11101001,233,11111101,253,,233,253
,,,,,11101001,233,11111111,255,,233,255
,,,,,11101010,234,11101010,234,,234,234
,,,,,11101010,234,11101011,235,,234,235
,,,,,11101010,234,11101110,238,,234,238
,,,,,11101010,234,11101111,239,,234,239
,,,,,11101010,234,11111010,250,,234,250
,,,,,11101010,234,11111011,251,,234,251
,,,,,11101010,234,11111110,254,,234,254
,,,,,11101010,234,11111111,255,,234,255
,,,,,11101011,235,11101011,235,,235,235
,,,,,11101011,235,11101111,239,,235,239
,,,,,11101011,235,11111011,251,,235,251
,,,,,11101011,235,11111111,255,,235,255
,,,,,11101100,236,11101100,236,,236,236
,,,,,11101100,236,11101101,237,,236,237
,,,,,11101100,236,11101110,238,,236,238
,,,,,11101100,236,11101111,239,,236,239
,,,,,11101100,236,11111100,252,,236,252
,,,,,11101100,236,11111101,253,,236,253
,,,,,11101100,236,11111110,254,,236,254
,,,,,11101100,236,11111111,255,,236,255
,,,,,11101101,237,11101101,237,,237,237
,,,,,11101101,237,11101111,239,,237,239
,,,,,11101101,237,11111101,253,,237,253
,,,,,11101101,237,11111111,255,,237,255
,,,,,11101110,238,11101110,238,,238,238
,,,,,11101110,238,11101111,239,,238,239
,,,,,11101110,238,11111110,254,,238,254
,,,,,11101110,238,11111111,255,,238,255
,,,,,11101111,239,11101111,239,,239,239
,,,,,11101111,239,11111111,255,,239,255
,,,,,11110000,240,11110000,240,,240,240
,,,,,11110000,240,11110001,241,,240,241
,,,,,11110000,240,11110010,242,,240,242
,,,,,11110000,240,11110011,243,,240,243
,,,,,11110000,240,11110100,244,,240,244
,,,,,11110000,240,11110101,245,,240,245
,,,,,11110000,240,11110110,246,,240,246
,,,,,11110000,240,11110111,247,,240,247
,,,,,11110000,240,11111000,248,,240,248
,,,,,11110000,240,11111001,249,,240,249
,,,,,11110000,240,11111010,250,,240,250
,,,,,11110000,240,11111011,251,,240,251
,,,,,11110000,240,11111100,252,,240,252
,,,,,11110000,240,11111101,253,,240,253
,,,,,11110000,240,11111110,254,,240,254
,,,,,11110000,240,11111111,255,,240,255
,,,,,11110001,241,11110001,241,,241,241
,,,,,11110001,241,11110011,243,,241,243
,,,,,11110001,241,11110101,245,,241,245
,,,,,11110001,241,11110111,247,,241,247
,,,,,11110001,241,11111001,249,,241,249
,,,,,11110001,241,11111011,251,,241,251
,,,,,11110001,241,11111101,253,,241,253
,,,,,11110001,241,11111111,255,,241,255
,,,,,11110010,242,11110010,242,,242,242
,,,,,11110010,242,11110011,243,,242,243
,,,,,11110010,242,11110110,246,,242,246
,,,,,11110010,242,11110111,247,,242,247
,,,,,11110010,242,11111010,250,,242,250
,,,,,11110010,242,11111011,251,,242,251
,,,,,11110010,242,11111110,254,,242,254
,,,,,11110010,242,11111111,255,,242,255
,,,,,11110011,243,11110011,243,,243,243
,,,,,11110011,243,11110111,247,,243,247
,,,,,11110011,243,11111011,251,,243,251
,,,,,11110011,243,11111111,255,,243,255
,,,,,11110100,244,11110100,244,,244,244
